0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,154,154,0,0,0,0,0,0,0,0,154,
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0,158,
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,154,154,154,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,154,154,154,0,0,0,0,0,0,0,0,154,154,154,154,0,158,0,0,0,0,0,0,150,0,0,0,158,
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,154,154,133,0,0,0,0,174,173,158,158,158,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,154,154,154,154,173,158,158,158,154,154,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,154,154,154,154,154,154,158,
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,154,0,0,0,0,0,174,154,154,133,0,0,0,0,0,0,0,158,158,158,132,154,154,154,154,173,158,158,158,158,132,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,134,158,158,158,158,158,158,158,158,158,158,131,0,0,0,0,0,0,0,0,0,0,0,0,0,166,134,158,158,158,158,158,158,158,
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,174,134,158,158,145,154,154,154,0,0,0,0,158,158,158,158,158,158,158,158,158,158,158,158,158,158,132,154,154,154,154,154,0,0,0,0,0,0,0,0,174,134,158,158,158,158,158,158,158,158,158,158,158,131,0,0,0,0,0,0,0,0,0,0,0,0,166,134,158,158,158,158,158,158,158,158,
132,154,154,154,154,154,154,154,154,154,154,154,154,154,133,0,0,0,0,0,0,0,0,174,134,158,158,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,134,158,158,158,158,158,158,158,158,158,158,158,158,131,0,0,0,0,0,0,0,0,0,0,0,166,134,158,158,158,158,158,158,158,158,158,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,132,133,0,0,0,0,0,0,174,134,158,158,158,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,134,158,158,158,158,158,158,158,158,158,158,158,158,158,132,133,0,0,0,0,0,0,0,0,0,166,134,158,158,158,158,158,158,158,158,158,158,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,132,154,154,154,154,154,154,134,158,158,158,158,158,158,158,158,158,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,134,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,132,154,154,154,154,154,154,154,154,154,134,158,158,158,158,158,158,158,158,158,158,158,
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
